7,0,h,-2989720,100,1142136896,3,2,0,289,4290
7,0,h,-2983567,100,1175711808,3,2,0,289,4290
7,0,h,-2982356,100,1142157376,3,2,0,289,4290
7,0,h,-2979112,100,67366976,3,2,0,289,4290
7,0,h,-2978076,100,1141088320,3,2,0,289,4290
7,0,h,-2978055,100,1141088320,3,2,0,289,4290
7,0,h,-2976864,100,67346496,3,2,0,289,4290
7,0,h,-2940166,100,1141108800,3,2,0,289,4290
7,0,h,-2936972,100,1141108800,3,2,0,289,4290
7,0,h,-2935437,100,1141088320,3,2,0,289,4290
7,0,h,-2935416,100,67346496,3,2,0,289,4290
7,0,h,-2905187,100,1141108800,3,2,0,289,4290
7,0,h,-2905158,100,67366976,3,2,0,289,4290
7,0,h,-2901181,100,1141088320,3,2,0,289,4290
7,0,h,-2901161,100,67346496,3,2,0,289,4290
7,0,h,-2826207,100,1142136896,3,2,0,289,4290
7,0,h,-2825334,100,67346496,3,2,0,289,4290
7,0,h,-2825046,100,1142136896,3,2,0,289,4290
7,0,h,-2819505,100,1142157376,3,2,0,289,4290
7,0,h,-2815829,100,1142136896,3,2,0,289,4290
7,0,h,-2807575,100,67346496,3,2,0,289,4290
7,0,h,-2775186,100,1141108800,3,2,0,289,4290
7,0,h,-2775153,100,1141108800,3,2,0,289,4290
7,0,h,-2771245,100,67346496,3,2,0,289,4290
7,0,h,-2703205,100,67366976,3,2,0,289,4290
7,0,h,-2703063,100,1141108800,3,2,0,289,4290
7,0,h,-2699416,100,1141108800,3,2,0,289,4290
7,0,h,-2698259,100,1141088320,3,2,0,289,4290
7,0,h,-2698238,100,1191419968,3,2,0,289,4290
7,0,h,-2696215,100,67346496,3,2,0,289,4290
7,0,h,-2638208,100,67366976,3,2,0,289,4290
7,0,h,-2635184,100,1141088320,3,2,0,289,4290
7,0,h,-2635158,100,67346496,3,2,0,289,4290
7,0,h,-2580168,100,1141108800,3,2,0,289,4290
7,0,h,-2576941,100,1141108800,3,2,0,289,4290
7,0,h,-2576181,100,1141088320,3,2,0,289,4290
7,0,h,-2576142,100,67346496,3,2,0,289,4290
7,0,h,-2532208,100,67366976,3,2,0,289,4290
7,0,h,-2528185,100,1141088320,3,2,0,289,4290
7,0,h,-2528166,100,67346496,3,2,0,289,4290
7,0,h,-2412207,100,1191419968,3,2,0,289,4290
7,0,h,-2409526,100,67346496,3,2,0,289,4290
7,0,h,-2400196,100,1141108800,3,2,0,289,4290
7,0,h,-2396319,100,1141108800,3,2,0,289,4290
7,0,h,-2395171,100,1141088320,3,2,0,289,4290
7,0,h,-2395140,100,67346496,3,2,0,289,4290
7,0,h,-2156208,100,1174663232,3,2,0,289,4290
7,0,h,-2155652,100,67366976,3,2,0,289,4290
7,0,h,-2152189,100,1141088320,3,2,0,289,4290
7,0,h,-2152164,100,67346496,3,2,0,289,4290
7,0,h,-2127198,99,1191419968,3,2,0,264,4290
7,0,h,-2124546,99,67346496,3,2,0,264,4290
7,0,h,-2107209,99,67366976,3,2,0,264,4290
7,0,h,-2104760,99,1141088320,3,2,0,264,4290
7,0,h,-2101358,99,1141108800,3,2,0,264,4290
7,0,h,-2098237,99,1141108800,3,2,0,264,4290
7,0,h,-2097191,99,1141088320,3,2,0,264,4290
7,0,h,-2097168,99,67346496,3,2,0,264,4290
