8,hsp,0,10003,"android.process.acore"
8,hsp,1,1001,"com.android.telecomm"
8,hsp,2,10008,"com.google.android.dialer"
8,hsp,3,10007,"com.google.android.gms"
8,hsp,4,10007,"com.google.process.location"
8,hsp,5,10013,"com.android.launcher"
8,hsp,6,10085,"com.google.experimental.touchcollector"
8,hsp,7,10038,"com.google.android.apps.docs"
8,hsp,8,10004,"com.android.defcontainer"
8,hsp,9,10007,"com.google.process.gapps"
8,hsp,10,10036,"com.google.android.deskclock"
8,hsp,11,10019,"com.google.android.setupwizard"
8,hsp,12,10005,"android.process.media"
8,hsp,13,1000,"com.android.mms.service"
8,hsp,14,10012,"com.android.systemui"
8,hsp,15,1001,"com.android.phone"
8,hsp,16,1027,"com.android.nfc"
8,hsp,17,10007,"com.google.android.gms.unstable"
8,hsp,18,10015,"com.android.musicfx"
8,hsp,19,10070,"com.google.android.apps.plus"
8,hsp,20,10017,"com.android.vending"
8,hsp,21,10057,"com.google.android.inputmethod.latin"
8,hsp,22,10022,"com.google.android.googlequicksearchbox:search"
8,hsp,23,10011,"com.google.android.partnersetup"
8,hsp,24,10007,"Wakeful StateMachine: GeofencerStateMachine"
8,hsp,25,-1,"screen"
8,hsp,26,10034,"com.android.chrome"
8,hsp,27,10189,"com.google.android.apps.chrome"
8,hsp,28,1000,"*alarm*:android.intent.action.TIME_TICK"
8,hsp,29,1000,"GpsLocationProvider"
8,hsp,30,1000,"ConnectivityService"
8,hsp,31,10085,"*walarm*:action.schedule"
8,hsp,32,10007,"*alarm*:com.google.android.gms.location.fused.GPS_ALARM"
8,hsp,33,1000,"*walarm*:android.net.ConnectivityService.action.PKT_CNT_SAMPLE_INTERVAL_ELAPSED"
8,hsp,34,10007,"*walarm*:com.google.android.gms/.checkin.EventLogService$Receiver"
8,hsp,35,1000,"*alarm*:com.android.server.action.NETWORK_STATS_POLL"
8,hsp,36,10007,"*walarm*:com.google.android.intent.action.MCS_HEARTBEAT"
8,hsp,37,1000,"DHCP"
8,hsp,38,10007,"GCM_CONN"
8,hsp,39,10007,"*net_scheduler*"
8,hsp,40,1000,"NetworkStats"
8,hsp,41,10036,"*alarm*:com.android.deskclock.ON_QUARTER_HOUR"
8,hsp,42,1000,"SyncManagerHandleSyncAlarm"
8,hsp,43,10055,"com.google.android.keep"
8,hsp,44,10031,"com.google.android.calendar"
8,hsp,45,10001,"com.android.providers.calendar"
8,hsp,46,10031,"StartingAlertService"
8,hsp,47,10007,"GCM_HB_ALARM"
8,hsp,48,10022,"*walarm*:com.google.android.googlequicksearchbox/com.google.android.velvet.VelvetBackgroundTasksImpl$Service"
8,hsp,49,10007,"*walarm*:com.google.android.gms/.checkin.CheckinService$Receiver"
8,hsp,50,10002,"com.google.android.configupdater"
8,hsp,51,10084,"com.google.android.volta"
8,hsp,52,10007,"*walarm*:com.google.android.gms/.analytics.internal.PlayLogReportingService"
8,hsp,53,10007,"Event Log Handoff"
8,hsp,54,1000,"*walarm*:com.android.server.WifiManager.action.START_SCAN"
8,hsp,55,10007,"*walarm*:com.google.android.gms.recovery.WAKEUP"
8,hsp,56,10085,"SchedulerReceiver"
8,hsp,57,10001,"*walarm*:com.android.providers.calendar.SCHEDULE_ALARM"
8,hsp,58,10001,"*walarm*:com.android.providers.calendar.intent.CalendarProvider2"
8,hsp,59,1000,"*walarm*:android.net.wifi.DHCP_RENEW"
8,hsp,60,10007,"*walarm*:com.google.android.gms.auth.authzen.CHECK_REGISTRATION"
8,hsp,61,10014,"com.android.mms"
8,hsp,62,10078,"com.google.android.youtube"
8,hsp,63,10007,"*walarm*:com.google.android.intent.action.GCM_RECONNECT"
8,hsp,64,10053,"*walarm*:com.google.android.apps.babel.CLEANUP_DB"
8,hsp,65,10053,"com.google.android.talk"
8,hsp,66,10007,"*walarm*:com.google.android.gms/.security.snet.SnetService"
8,hsp,67,10057,"*alarm*:com.android.inputmethod.latin.personalization.DICT_DECAY"
8,hsp,68,10007,"GCM_CONN_ALARM"
8,hsp,69,10055,"AlertService"
8,hsp,70,10007,"Checkin Handoff"
8,hsp,71,10007,"Icing"
8,hsp,72,1000,"*walarm*:android.content.syncmanager.SYNC_ALARM"
8,hsp,73,10053,"*walarm*:com.google.android.apps.babel.RENEW_ACCOUNT_REGISTRATION"
8,hsp,74,1000,"*alarm*:android.content.jobscheduler.JOB_DEADLINE_EXPIRED"
8,hsp,75,1000,"*alarm*:android.content.jobscheduler.JOB_DELAY_EXPIRED"
8,hsp,76,10055,"*walarm*:com.google.android.keep.intent.action.REFRESH_NOTIFICATION"
8,hsp,77,10012,"RingtonePlayer"
8,hsp,78,1013,"AudioMix"
8,hsp,79,10007,"*walarm*:com.google.android.gms.icing.INDEX_RECURRING_MAINTENANCE"
8,hsp,80,10007,"com.google.android.gms.wearable"
8,hsp,81,10053,"hangouts_rtcs"
8,hsp,82,10007,"*walarm*:com.google.android.intent.action.SEND_IDLE"
8,hsp,83,10007,"GmsDownloadService"
8,hsp,84,1000,"android"
8,hsp,85,0,"unknown"
8,hsp,86,1000,"com.android.settings"
8,hsp,87,10071,"com.android.printspooler"
8,hsp,88,10032,"com.android.cellbroadcastreceiver"
8,hsp,89,10010,"com.google.android.onetimeinitializer"
